group,sensitivity,group_type,boot_id
Non-Hispanic White,0.536178107606679,race,2531
Other Hispanic,0.5492957746478874,race,2531
Other Race - Including Multi-Racial,0.4444444444444444,race,2531
Above 4x poverty line,0.348993288590604,income,2531
Below poverty line,0.5628571428571428,income,2531
Middle (2-4x),0.4543269230769231,income,2531
Near poverty (1-2x),0.5706521739130435,income,2531
Mexican American,0.41,race,2532
Non-Hispanic Asian,0.30864197530864196,race,2532
Non-Hispanic Black,0.562015503875969,race,2532
Non-Hispanic White,0.5732838589981447,race,2532
Other Hispanic,0.5915492957746479,race,2532
Other Race - Including Multi-Racial,0.49206349206349204,race,2532
Above 4x poverty line,0.30405405405405406,income,2532
Below poverty line,0.6314285714285715,income,2532
Middle (2-4x),0.47103274559193953,income,2532
Near poverty (1-2x),0.5747422680412371,income,2532
Mexican American,0.47,race,2533
Non-Hispanic Asian,0.41975308641975306,race,2533
Non-Hispanic Black,0.562015503875969,race,2533
Non-Hispanic White,0.5324675324675324,race,2533
Other Hispanic,0.4859154929577465,race,2533
Other Race - Including Multi-Racial,0.47619047619047616,race,2533
Above 4x poverty line,0.32515337423312884,income,2533
Below poverty line,0.6217765042979942,income,2533
Middle (2-4x),0.4540682414698163,income,2533
Near poverty (1-2x),0.5538461538461539,income,2533
Mexican American,0.39,race,2534
Non-Hispanic Asian,0.3950617283950617,race,2534
Non-Hispanic Black,0.5503875968992248,race,2534
Non-Hispanic White,0.5732838589981447,race,2534
Other Hispanic,0.5211267605633803,race,2534
Other Race - Including Multi-Racial,0.47619047619047616,race,2534
Above 4x poverty line,0.36423841059602646,income,2534
Below poverty line,0.5722713864306784,income,2534
Middle (2-4x),0.47117794486215536,income,2534
Near poverty (1-2x),0.5786802030456852,income,2534
Mexican American,0.455,race,2535
Non-Hispanic Asian,0.43209876543209874,race,2535
Non-Hispanic Black,0.5348837209302325,race,2535
Non-Hispanic White,0.5454545454545454,race,2535
Other Hispanic,0.5845070422535211,race,2535
Other Race - Including Multi-Racial,0.49206349206349204,race,2535
Above 4x poverty line,0.33974358974358976,income,2535
Below poverty line,0.5896656534954408,income,2535
Middle (2-4x),0.5023474178403756,income,2535
Near poverty (1-2x),0.5672043010752689,income,2535
Mexican American,0.415,race,2536
Non-Hispanic Asian,0.2962962962962963,race,2536
Non-Hispanic Black,0.5426356589147286,race,2536
Non-Hispanic White,0.549165120593692,race,2536
Other Hispanic,0.5211267605633803,race,2536
Other Race - Including Multi-Racial,0.5238095238095238,race,2536
Above 4x poverty line,0.2887323943661972,income,2536
Below poverty line,0.5605633802816902,income,2536
Middle (2-4x),0.47848101265822784,income,2536
Near poverty (1-2x),0.5652173913043478,income,2536
Mexican American,0.46,race,2537
Non-Hispanic Asian,0.35802469135802467,race,2537
Non-Hispanic Black,0.5387596899224806,race,2537
Non-Hispanic White,0.5027829313543599,race,2537
Other Hispanic,0.4859154929577465,race,2537
Other Race - Including Multi-Racial,0.5396825396825397,race,2537
Above 4x poverty line,0.3105590062111801,income,2537
Below poverty line,0.6297376093294461,income,2537
Middle (2-4x),0.4489795918367347,income,2537
Near poverty (1-2x),0.49612403100775193,income,2537
Mexican American,0.42,race,2538
Non-Hispanic Asian,0.3950617283950617,race,2538
Non-Hispanic Black,0.5813953488372093,race,2538
Non-Hispanic White,0.5324675324675324,race,2538
Other Hispanic,0.5422535211267606,race,2538
Other Race - Including Multi-Racial,0.49206349206349204,race,2538
Above 4x poverty line,0.3146067415730337,income,2538
Below poverty line,0.6084507042253521,income,2538
Middle (2-4x),0.48548812664907653,income,2538
Near poverty (1-2x),0.5525606469002695,income,2538
Mexican American,0.455,race,2539
Non-Hispanic Asian,0.30864197530864196,race,2539
Non-Hispanic Black,0.5348837209302325,race,2539
Non-Hispanic White,0.5435992578849722,race,2539
Other Hispanic,0.5352112676056338,race,2539
Other Race - Including Multi-Racial,0.5714285714285714,race,2539
Above 4x poverty line,0.3614457831325301,income,2539
Below poverty line,0.6086956521739131,income,2539
Middle (2-4x),0.4680306905370844,income,2539
Near poverty (1-2x),0.5363128491620112,income,2539
Mexican American,0.415,race,2540
Non-Hispanic Asian,0.2345679012345679,race,2540
Non-Hispanic Black,0.4883720930232558,race,2540
Non-Hispanic White,0.5435992578849722,race,2540
Other Hispanic,0.5352112676056338,race,2540
Other Race - Including Multi-Racial,0.49206349206349204,race,2540
Above 4x poverty line,0.2536231884057971,income,2540
Below poverty line,0.5527065527065527,income,2540
Middle (2-4x),0.4474327628361858,income,2540
Near poverty (1-2x),0.561038961038961,income,2540
Mexican American,0.41,race,2541
Non-Hispanic Asian,0.30864197530864196,race,2541
Non-Hispanic Black,0.5581395348837209,race,2541
Non-Hispanic White,0.5473098330241187,race,2541
Other Hispanic,0.5633802816901409,race,2541
Other Race - Including Multi-Racial,0.47619047619047616,race,2541
Above 4x poverty line,0.32515337423312884,income,2541
Below poverty line,0.6197183098591549,income,2541
Middle (2-4x),0.47474747474747475,income,2541
Near poverty (1-2x),0.5284552845528455,income,2541
Mexican American,0.47,race,2542
Non-Hispanic Asian,0.35802469135802467,race,2542
Non-Hispanic Black,0.5348837209302325,race,2542
Non-Hispanic White,0.5528756957328386,race,2542
Other Hispanic,0.5140845070422535,race,2542
Other Race - Including Multi-Racial,0.5396825396825397,race,2542
Above 4x poverty line,0.33793103448275863,income,2542
Below poverty line,0.641399416909621,income,2542
Middle (2-4x),0.45496535796766746,income,2542
Near poverty (1-2x),0.5524861878453039,income,2542
Mexican American,0.455,race,2543
Non-Hispanic Asian,0.35802469135802467,race,2543
Non-Hispanic Black,0.562015503875969,race,2543
Non-Hispanic White,0.5732838589981447,race,2543
Other Hispanic,0.528169014084507,race,2543
Other Race - Including Multi-Racial,0.49206349206349204,race,2543
Above 4x poverty line,0.391304347826087,income,2543
Below poverty line,0.6272189349112426,income,2543
Middle (2-4x),0.4743276283618582,income,2543
Near poverty (1-2x),0.5626666666666666,income,2543
Mexican American,0.465,race,2544
Non-Hispanic Asian,0.2839506172839506,race,2544
Non-Hispanic Black,0.5348837209302325,race,2544
Non-Hispanic White,0.5250463821892394,race,2544
Other Hispanic,0.4788732394366197,race,2544
Other Race - Including Multi-Racial,0.5555555555555556,race,2544
Above 4x poverty line,0.35542168674698793,income,2544
Below poverty line,0.5527065527065527,income,2544
Middle (2-4x),0.44559585492227977,income,2544
Near poverty (1-2x),0.5657894736842105,income,2544
Mexican American,0.385,race,2545
Non-Hispanic Asian,0.3333333333333333,race,2545
Non-Hispanic Black,0.5852713178294574,race,2545
Non-Hispanic White,0.5231910946196661,race,2545
Other Hispanic,0.49295774647887325,race,2545
Other Race - Including Multi-Racial,0.3968253968253968,race,2545
Above 4x poverty line,0.3026315789473684,income,2545
Below poverty line,0.5889212827988338,income,2545
Middle (2-4x),0.4581151832460733,income,2545
Near poverty (1-2x),0.5147783251231527,income,2545
Mexican American,0.445,race,2546
Non-Hispanic Asian,0.37037037037037035,race,2546
Non-Hispanic Black,0.5232558139534884,race,2546
Non-Hispanic White,0.5176252319109462,race,2546
Other Hispanic,0.5492957746478874,race,2546
Other Race - Including Multi-Racial,0.5396825396825397,race,2546
Above 4x poverty line,0.3048780487804878,income,2546
Below poverty line,0.601123595505618,income,2546
Middle (2-4x),0.46454767726161367,income,2546
Near poverty (1-2x),0.53954802259887,income,2546
Mexican American,0.51,race,2547
Non-Hispanic Asian,0.37037037037037035,race,2547
Non-Hispanic Black,0.5426356589147286,race,2547
Non-Hispanic White,0.5454545454545454,race,2547
Other Hispanic,0.5985915492957746,race,2547
Other Race - Including Multi-Racial,0.5555555555555556,race,2547
Above 4x poverty line,0.35135135135135137,income,2547
Below poverty line,0.5814606741573034,income,2547
Middle (2-4x),0.48984771573604063,income,2547
Near poverty (1-2x),0.6077922077922078,income,2547
Mexican American,0.485,race,2548
Non-Hispanic Asian,0.32098765432098764,race,2548
Non-Hispanic Black,0.5503875968992248,race,2548
Non-Hispanic White,0.5176252319109462,race,2548
Other Hispanic,0.5070422535211268,race,2548
Other Race - Including Multi-Racial,0.5396825396825397,race,2548
Above 4x poverty line,0.37583892617449666,income,2548
Below poverty line,0.5786666666666667,income,2548
Middle (2-4x),0.46578947368421053,income,2548
Near poverty (1-2x),0.5277044854881267,income,2548
Mexican American,0.475,race,2549
Non-Hispanic Asian,0.38271604938271603,race,2549
Non-Hispanic Black,0.5503875968992248,race,2549
Non-Hispanic White,0.5269016697588126,race,2549
Other Hispanic,0.528169014084507,race,2549
Other Race - Including Multi-Racial,0.4444444444444444,race,2549
Above 4x poverty line,0.3558282208588957,income,2549
Below poverty line,0.6023391812865497,income,2549
Middle (2-4x),0.4424552429667519,income,2549
Near poverty (1-2x),0.5633074935400517,income,2549
Mexican American,0.415,race,2550
Non-Hispanic Asian,0.37037037037037035,race,2550
Non-Hispanic Black,0.5542635658914729,race,2550
Non-Hispanic White,0.5380333951762524,race,2550
Other Hispanic,0.5422535211267606,race,2550
Other Race - Including Multi-Racial,0.5079365079365079,race,2550
Above 4x poverty line,0.37254901960784315,income,2550
Below poverty line,0.5423728813559322,income,2550
Middle (2-4x),0.47117794486215536,income,2550
Near poverty (1-2x),0.5782493368700266,income,2550
Mexican American,0.46,race,2551
Non-Hispanic Asian,0.345679012345679,race,2551
Non-Hispanic Black,0.5968992248062015,race,2551
Non-Hispanic White,0.5102040816326531,race,2551
Other Hispanic,0.5422535211267606,race,2551
Other Race - Including Multi-Racial,0.6190476190476191,race,2551
Above 4x poverty line,0.30303030303030304,income,2551
Below poverty line,0.5911602209944752,income,2551
Middle (2-4x),0.5075757575757576,income,2551
Near poverty (1-2x),0.5555555555555556,income,2551
Mexican American,0.425,race,2552
Non-Hispanic Asian,0.43209876543209874,race,2552
Non-Hispanic Black,0.5155038759689923,race,2552
Non-Hispanic White,0.5269016697588126,race,2552
Other Hispanic,0.4788732394366197,race,2552
Other Race - Including Multi-Racial,0.5555555555555556,race,2552
Above 4x poverty line,0.3253012048192771,income,2552
Below poverty line,0.5176470588235295,income,2552
Middle (2-4x),0.48984771573604063,income,2552
Near poverty (1-2x),0.566579634464752,income,2552
Mexican American,0.48,race,2553
Non-Hispanic Asian,0.3950617283950617,race,2553
Non-Hispanic Black,0.5155038759689923,race,2553
Non-Hispanic White,0.5510204081632653,race,2553
Other Hispanic,0.5,race,2553
Other Race - Including Multi-Racial,0.5396825396825397,race,2553
Above 4x poverty line,0.294478527607362,income,2553
Below poverty line,0.5863013698630137,income,2553
Middle (2-4x),0.4808743169398907,income,2553
Near poverty (1-2x),0.5784061696658098,income,2553
Mexican American,0.49,race,2554
Non-Hispanic Asian,0.41975308641975306,race,2554
Non-Hispanic Black,0.5465116279069767,race,2554
Non-Hispanic White,0.5510204081632653,race,2554
Other Hispanic,0.4859154929577465,race,2554
Other Race - Including Multi-Racial,0.6190476190476191,race,2554
Above 4x poverty line,0.3375,income,2554
Below poverty line,0.5893854748603352,income,2554
Middle (2-4x),0.4854111405835544,income,2554
Near poverty (1-2x),0.5927835051546392,income,2554
Mexican American,0.425,race,2555
Non-Hispanic Asian,0.38271604938271603,race,2555
Non-Hispanic Black,0.5271317829457365,race,2555
Non-Hispanic White,0.5473098330241187,race,2555
Other Hispanic,0.5633802816901409,race,2555
Other Race - Including Multi-Racial,0.47619047619047616,race,2555
Above 4x poverty line,0.36423841059602646,income,2555
Below poverty line,0.6017191977077364,income,2555
Middle (2-4x),0.46808510638297873,income,2555
Near poverty (1-2x),0.5388888888888889,income,2555
Mexican American,0.455,race,2556
Non-Hispanic Asian,0.3333333333333333,race,2556
Non-Hispanic Black,0.5736434108527132,race,2556
Non-Hispanic White,0.5380333951762524,race,2556
Other Hispanic,0.5492957746478874,race,2556
Other Race - Including Multi-Racial,0.5238095238095238,race,2556
Above 4x poverty line,0.36645962732919257,income,2556
Below poverty line,0.5786516853932584,income,2556
Middle (2-4x),0.5065963060686016,income,2556
Near poverty (1-2x),0.5426356589147286,income,2556
Mexican American,0.45,race,2557
Non-Hispanic Asian,0.3950617283950617,race,2557
Non-Hispanic Black,0.5465116279069767,race,2557
Non-Hispanic White,0.5955473098330241,race,2557
Other Hispanic,0.5211267605633803,race,2557
Other Race - Including Multi-Racial,0.5396825396825397,race,2557
Above 4x poverty line,0.3352941176470588,income,2557
Below poverty line,0.6005830903790087,income,2557
Middle (2-4x),0.5,income,2557
Near poverty (1-2x),0.6105527638190955,income,2557
Mexican American,0.49,race,2558
Non-Hispanic Asian,0.3950617283950617,race,2558
Non-Hispanic Black,0.5503875968992248,race,2558
Non-Hispanic White,0.5602968460111317,race,2558
Other Hispanic,0.5492957746478874,race,2558
Other Race - Including Multi-Racial,0.49206349206349204,race,2558
Above 4x poverty line,0.34911242603550297,income,2558
Below poverty line,0.6109510086455331,income,2558
Middle (2-4x),0.48635235732009924,income,2558
Near poverty (1-2x),0.5934065934065934,income,2558
Mexican American,0.49,race,2559
Non-Hispanic Asian,0.32098765432098764,race,2559
Non-Hispanic Black,0.5465116279069767,race,2559
Non-Hispanic White,0.5602968460111317,race,2559
Other Hispanic,0.5352112676056338,race,2559
Other Race - Including Multi-Racial,0.5555555555555556,race,2559
Above 4x poverty line,0.3374233128834356,income,2559
Below poverty line,0.5758426966292135,income,2559
Middle (2-4x),0.5035971223021583,income,2559
Near poverty (1-2x),0.5994236311239193,income,2559
Mexican American,0.45,race,2560
Non-Hispanic Asian,0.37037037037037035,race,2560
Non-Hispanic Black,0.5116279069767442,race,2560
Non-Hispanic White,0.5510204081632653,race,2560
Other Hispanic,0.6056338028169014,race,2560
Other Race - Including Multi-Racial,0.5873015873015873,race,2560
Above 4x poverty line,0.35403726708074534,income,2560
Below poverty line,0.6104651162790697,income,2560
Middle (2-4x),0.4765625,income,2560
Near poverty (1-2x),0.5634517766497462,income,2560
Mexican American,0.44,race,2561
Non-Hispanic Asian,0.24691358024691357,race,2561
Non-Hispanic Black,0.5387596899224806,race,2561
Non-Hispanic White,0.5602968460111317,race,2561
Other Hispanic,0.5633802816901409,race,2561
Other Race - Including Multi-Racial,0.5873015873015873,race,2561
Above 4x poverty line,0.35135135135135137,income,2561
Below poverty line,0.5552486187845304,income,2561
Middle (2-4x),0.4745308310991957,income,2561
Near poverty (1-2x),0.59,income,2561
Mexican American,0.455,race,2562
Non-Hispanic Asian,0.345679012345679,race,2562
Non-Hispanic Black,0.5310077519379846,race,2562
Non-Hispanic White,0.5788497217068646,race,2562
Other Hispanic,0.5985915492957746,race,2562
Other Race - Including Multi-Racial,0.5079365079365079,race,2562
Above 4x poverty line,0.3223684210526316,income,2562
Below poverty line,0.6326530612244898,income,2562
Middle (2-4x),0.4508816120906801,income,2562
Near poverty (1-2x),0.6138107416879796,income,2562
Mexican American,0.505,race,2563
Non-Hispanic Asian,0.38271604938271603,race,2563
Non-Hispanic Black,0.562015503875969,race,2563
Non-Hispanic White,0.5306122448979592,race,2563
Other Hispanic,0.528169014084507,race,2563
Other Race - Including Multi-Racial,0.49206349206349204,race,2563
Above 4x poverty line,0.33974358974358976,income,2563
Below poverty line,0.6132596685082873,income,2563
Middle (2-4x),0.4621409921671018,income,2563
Near poverty (1-2x),0.5680628272251309,income,2563
Mexican American,0.445,race,2564
Non-Hispanic Asian,0.2962962962962963,race,2564
Non-Hispanic Black,0.5581395348837209,race,2564
Non-Hispanic White,0.5269016697588126,race,2564
